coursereferencenumber,coursetitle,trainingprovideralias,skill_cluster,full_course_fee,course_fee_after_subsidies,usd_list,usd_after_ssg,courseratings_stars,courseratings_noofrespondents,attendancecount,number_of_hours,lookup_url,already_in_scored_catalogue
TGS-2023021543,Low Carbon Design and Operations,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,carbon_accounting,5000.0,1500.0,3900.0,1170.0,4.5,8.0,12.0,156.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023021543,False
TGS-2024047948,Post Diploma Certificate in Carbon Management for a Sustainable Economy (part of Specialist Diploma in IoT for Sustainable Solutioning),Nanyang Polytechnic,carbon_accounting,5295.0,5295.0,4130.1,4130.1,,,,150.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024047948,False
TGS-2024047945,Post Diploma Certificate in Sustainability Reporting and ESG Data Management (part of Specialist Diploma in Carbon Management for Sustainability Reporting),Nanyang Polytechnic,carbon_accounting,5295.0,5295.0,4130.1,4130.1,,,22.0,150.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024047945,False
TGS-2024047944,Post-Diploma Certificate in Carbon Management for a Sustainable Economy (part of Specialist Diploma in Carbon Management for Sustainability Reporting),Nanyang Polytechnic,carbon_accounting,5295.0,5295.0,4130.1,4130.1,4.5,18.0,44.0,150.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024047944,False
TGS-2024047940,Post-Diploma Certificate in Carbon Management for a Sustainable Economy (part of Specialist Diploma in Sustainable Materials Management),Nanyang Polytechnic,carbon_accounting,5295.0,5295.0,4130.1,4130.1,,,,150.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024047940,False
TGS-2024047943,Specialist Diploma in Carbon Management for Sustainability Reporting,Nanyang Polytechnic,carbon_accounting,10590.0,10590.0,8260.2,8260.2,,,,300.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024047943,False
TGS-2024046250,Graduate Certificate in Decarbonisation Analytics,NATIONAL UNIVERSITY OF SINGAPORE,carbon_accounting,18966.0,18966.0,14793.480000000001,14793.480000000001,,,,390.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024046250,False
TGS-2024050866,Foundational Workshop on Energy Efficiency: Techniques for Sustainable Solutions,SINGAPORE POLYTECHNIC,energy_management,410.0,123.0,319.8,95.94,4.0,7.0,7.0,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024050866,False
TGS-2024050867,Foundational Workshop on Energy Efficiency: Techniques for Sustainable Solutionsâ€‹ (Synchronous e-learning),SINGAPORE POLYTECHNIC,energy_management,410.0,123.0,319.8,95.94,,,,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024050867,False
TGS-2023039656,CoC in Hands-on Approach on Energy Audit for Technicians,Institute of Technical Education,energy_management,430.0,129.0,335.40000000000003,100.62,,,,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023039656,False
TGS-2018500825,Process Equipment Energy Efficiency,Nanyang Polytechnic,energy_management,450.0,135.0,351.0,105.3,,,,14.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2018500825,False
TGS-2023035039,Energy Audit and Power Quality,Republic Polytechnic,energy_management,630.0,189.0,491.40000000000003,147.42000000000002,,,,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023035039,False
TGS-2021009977,Air-Conditioning and Mechanical Ventilation Systems (SCEM Core),IES ACADEMY PTE. LTD.,energy_management,900.0,450.0,702.0,351.0,4.0,28.0,172.0,24.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2021009977,False
TGS-2022013375,Building Envelope & Lighting Systems (SCEM Elective),IES ACADEMY PTE. LTD.,energy_management,900.0,450.0,702.0,351.0,4.0,8.0,55.0,26.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022013375,False
TGS-2022013378,Combined Heat and Power Systems (SCEM Elective),IES ACADEMY PTE. LTD.,energy_management,900.0,450.0,702.0,351.0,4.0,23.0,78.0,26.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022013378,False
TGS-2022010871,Energy Management & Economics (SCEM Core),IES ACADEMY PTE. LTD.,energy_management,900.0,450.0,702.0,351.0,4.0,13.0,145.0,26.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022010871,False
TGS-2023022004,Managing Energy Efficiency for Water and Wastewater Treatment Plants,SINGAPORE INSTITUTE OF TECHNOLOGY,energy_management,900.0,270.0,702.0,210.6,,,,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023022004,False
TGS-2022010869,Motor Driven Systems (SCEM Core),IES ACADEMY PTE. LTD.,energy_management,900.0,450.0,702.0,351.0,4.0,19.0,127.0,26.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022010869,False
TGS-2022016554,SCEM Professional-Level: WSQ Energy Recovery and Reuse (Classroom and Asynchronous),Sustainable Energy Association of Singapore (SEAS),energy_management,900.0,450.0,702.0,351.0,4.0,13.0,14.0,21.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022016554,False
TGS-2022013374,Steam and Compressed Air Systems (SCEM Elective),IES ACADEMY PTE. LTD.,energy_management,900.0,450.0,702.0,351.0,4.5,19.0,72.0,26.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022013374,False
TGS-2025052918,Optimising Power and Energy Efficiency Through Internet-of-Things (IoT) and Digitalisation,SINGAPORE POLYTECHNIC,energy_management,960.0,288.0,748.8000000000001,224.64000000000001,,,,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025052918,False
TGS-2022010870,Energy Measurement and Audit (SCEM Core),IES ACADEMY PTE. LTD.,energy_management,1000.0,500.0,780.0,390.0,4.0,26.0,155.0,26.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022010870,False
TGS-2022012866,SCEM Professional-Level: WSQ Energy Measurement and Audit (Classroom and Asynchronous),Sustainable Energy Association of Singapore (SEAS),energy_management,1000.0,500.0,780.0,390.0,4.0,149.0,219.0,21.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022012866,False
TGS-2022014983,SCEM Professional Level: WSQ Combined Heat and Power Systems (Classroom and Asynchronous),Sustainable Energy Association of Singapore (SEAS),energy_management,1050.0,525.0,819.0,409.5,4.0,34.0,42.0,21.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022014983,True
TGS-2022013248,SCEM Professional Level: WSQ Energy Management and Economics (Classroom and Asynchronous),Sustainable Energy Association of Singapore (SEAS),energy_management,1050.0,525.0,819.0,409.5,4.5,133.0,231.0,21.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022013248,False
TGS-2022016469,SCEM Professional-Level: Building Envelope and Lighting Systems (Classroom and Asynchronous),Sustainable Energy Association of Singapore (SEAS),energy_management,1050.0,525.0,819.0,409.5,4.5,27.0,37.0,21.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022016469,False
TGS-2022016760,SCEM Professional-Level: WSQ Integrative Design for Energy Efficiency (Classroom and Asynchronous),Sustainable Energy Association of Singapore (SEAS),energy_management,1050.0,525.0,819.0,409.5,4.5,52.0,53.0,21.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022016760,False
TGS-2022012869,SCEM Professional-Level: WSQ Motor Driven Systems (Classroom and Asynchronous),Sustainable Energy Association of Singapore (SEAS),energy_management,1050.0,525.0,819.0,409.5,4.5,130.0,211.0,21.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022012869,False
TGS-2022016468,SCEM Professional-Level: WSQ Steam and Compressed Air Systems (Classroom and Asynchronous),Sustainable Energy Association of Singapore (SEAS),energy_management,1050.0,525.0,819.0,409.5,4.0,68.0,97.0,21.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022016468,False
TGS-2020504611,Data-driven Energy Efficiency Management,SINGAPORE INSTITUTE OF MANUFACTURING TECHNOLOGY,energy_management,1600.0,480.0,1248.0,374.40000000000003,4.5,4.0,31.0,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2020504611,False
TGS-2023039885,Integrated Building Management System (IBMS) for Energy Efficiency,SINGAPORE POLYTECHNIC,energy_management,2118.0,2118.0,1652.04,1652.04,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023039885,False
TGS-2024043171,Integrated Building Management System (IBMS) for Energy Efficiency,SINGAPORE POLYTECHNIC,energy_management,2118.0,2118.0,1652.04,1652.04,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024043171,False
TGS-2021006098,Integrated Building Management Systems for Energy Efficiency,SINGAPORE POLYTECHNIC,energy_management,2118.0,2118.0,1652.04,1652.04,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2021006098,False
TGS-2025054895,Energy Efficient and Sustainable Data Centres Operations (Classroom and Asynchronous e-learning),SINGAPORE POLYTECHNIC,energy_management,2600.0,780.0,2028.0,608.4,,,,70.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025054895,False
TGS-2021009840,Low Energy and Energy Efficient Buildings,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,energy_management,2640.0,792.0,2059.2000000000003,617.76,4.0,11.0,50.0,33.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2021009840,False
TGS-2020507437,Industrial Energy Efficiency,NATIONAL UNIVERSITY OF SINGAPORE,energy_management,2900.0,870.0,2262.0,678.6,,,,20.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2020507437,False
TGS-2023039883,Certificate in Integrative Energy Efficient Building Design,SINGAPORE POLYTECHNIC,energy_management,4765.5,4765.5,3717.09,3717.09,,,,135.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023039883,False
TGS-2024043169,Certificate in Integrative Energy Efficient Building Design,SINGAPORE POLYTECHNIC,energy_management,4765.5,4765.5,3717.09,3717.09,4.0,13.0,36.0,135.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024043169,False
TGS-2022013459,"Boiler and Steam Systems (Energy Efficient Design, Audit and Analysis)",SINGAPORE INSTITUTE OF TECHNOLOGY,energy_management,5000.0,1500.0,3900.0,1170.0,5.0,12.0,21.0,40.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022013459,False
TGS-2025053142,Energy Audit and Management Masterclass,SINGAPORE INSTITUTE OF TECHNOLOGY,energy_management,5000.0,1500.0,3900.0,1170.0,,,,40.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025053142,False
TGS-2024051211,Energy Efficiency and Process Optimisation for Process Industries,SINGAPORE INSTITUTE OF TECHNOLOGY,energy_management,5000.0,1500.0,3900.0,1170.0,,,,40.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024051211,False
TGS-2021005748,Lighting Systems Energy Efficient Design : Audit and Analysis,SINGAPORE INSTITUTE OF TECHNOLOGY,energy_management,5000.0,1500.0,3900.0,1170.0,,,16.0,40.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2021005748,False
TGS-2021002024,"Pump and Piping Network: Energy Efficient Design, Audit and Analysis",SINGAPORE INSTITUTE OF TECHNOLOGY,energy_management,5000.0,1500.0,3900.0,1170.0,5.0,2.0,32.0,40.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2021002024,False
TGS-2023021611,"Best-in-Class in Environmental Sustainability and Energy Efficiency - Sustainability Lead (Classroom, Synchronous e-learning & Asynchronous e-learning)",SINGAPORE POLYTECHNIC,energy_management,5140.0,1542.0,4009.2000000000003,1202.76,4.5,35.0,37.0,72.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023021611,False
TGS-2024043168,Specialist Diploma in Energy Efficiency and Management,SINGAPORE POLYTECHNIC,energy_management,9531.0,9531.0,7434.18,7434.18,,,,270.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024043168,False
TGS-2018500868,Overview of Sustainable & Renewable Energy Technologies for a Smart City,Nanyang Polytechnic,energy_systems,525.0,157.5,409.5,122.85000000000001,,,,14.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2018500868,False
TGS-2024046287,"Industry Best Practices in Compliance with International Safety Standards for Safe Installation, Operation & Maintenance of Energy Storage Systems",Temasek Polytechnic,energy_systems,700.0,210.0,546.0,163.8,4.5,22.0,41.0,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024046287,False
TGS-2023039375,Energy Storage System (ESS) and Battery Management System (BMS) on e-bus /DHB (NESS-BUS-M3),Singapore Bus Academy,energy_systems,720.0,360.0,561.6,280.8,5.0,110.0,151.0,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023039375,False
TGS-2024047634,Renewable Energy Sources and Renewable Energy Certificates for Cities,NATIONAL UNIVERSITY OF SINGAPORE,energy_systems,850.0,255.0,663.0,198.9,,,,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024047634,False
TGS-2025053093,Sustainability & Renewable Energy Integration,Nanyang Polytechnic,energy_systems,950.0,285.0,741.0,222.3,,,,28.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025053093,False
TGS-2022017136,Introduction to Energy Storage Devices,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,energy_systems,1000.0,300.0,780.0,234.0,4.5,7.0,30.0,7.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022017136,False
TGS-2015502622,Modern Distribution Systems with Renewable Resources,NANYANG TECHNOLOGICAL UNIVERSITY,energy_systems,1350.0,1350.0,1053.0,1053.0,4.0,1.0,2.0,39.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2015502622,False
TGS-2018509321,Renewable Energy Systems,Singapore University of Social Sciences,energy_systems,1461.0,1461.0,1139.58,1139.58,,,,18.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2018509321,False
TGS-2024047912,Renewable Energy Systems in Smart Grids I,NANYANG TECHNOLOGICAL UNIVERSITY,energy_systems,1500.0,450.0,1170.0,351.0,,,,13.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024047912,False
TGS-2024047911,Renewable Energy Systems in Smart Grids II,NANYANG TECHNOLOGICAL UNIVERSITY,energy_systems,1500.0,450.0,1170.0,351.0,,,,13.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024047911,False
TGS-2024047910,Renewable Energy Systems in Smart Grids III,NANYANG TECHNOLOGICAL UNIVERSITY,energy_systems,1500.0,450.0,1170.0,351.0,,,,13.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024047910,False
TGS-2025053236,"Green Transport and Energy Storage (Classroom, Asynchronous e-learning)",Temasek Polytechnic,energy_systems,1800.0,900.0,1404.0,702.0,,,13.0,56.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025053236,False
TGS-2022012286,Energy Storage for Green Technologies,NATIONAL UNIVERSITY OF SINGAPORE,energy_systems,1900.0,570.0,1482.0,444.6,,,,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022012286,False
TGS-2025056436,Energy Storage for Green Technologies,NATIONAL UNIVERSITY OF SINGAPORE,energy_systems,1900.0,950.0,1482.0,741.0,,,,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025056436,False
TGS-2022012345,Energy Storage for Green Technologies (Synchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,energy_systems,1900.0,570.0,1482.0,444.6,,,,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022012345,False
TGS-2023021274,Energy Sustainability & Renewable Energy Adoption: Enhancing Social Responsibility in Business,SINGAPORE MANAGEMENT UNIVERSITY,energy_systems,2000.0,600.0,1560.0,468.0,,,8.0,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023021274,False
TGS-2023021331,Energy Sustainability & Renewable Energy Adoption: Enhancing Social Responsibility in Business (Synchronous e-Learning),SINGAPORE MANAGEMENT UNIVERSITY,energy_systems,2000.0,600.0,1560.0,468.0,,,,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023021331,False
TGS-2023039676,Motor System & Renewable Energy (in Post-Diploma Certificate in Energy Management in Specialist Diploma in Environment Technology & Energy Sustainability),Temasek Polytechnic,energy_systems,2118.0,635.4,1652.04,495.612,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023039676,False
TGS-2020507434,Building blocks of Smart grids,NATIONAL UNIVERSITY OF SINGAPORE,energy_systems,2900.0,870.0,2262.0,678.6,,,,20.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2020507434,False
TGS-2020507439,Renewable energy integration and grid codes,NATIONAL UNIVERSITY OF SINGAPORE,energy_systems,2900.0,870.0,2262.0,678.6,,,,20.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2020507439,False
TGS-2020507438,Renewable energy sources,NATIONAL UNIVERSITY OF SINGAPORE,energy_systems,2900.0,870.0,2262.0,678.6,,,,20.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2020507438,False
TGS-2022014307,Energy Storage Systems for Grid Applications (Synchronous& Classroom),NATIONAL UNIVERSITY OF SINGAPORE,energy_systems,3200.0,960.0,2496.0,748.8000000000001,,,,23.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022014307,False
TGS-2022014560,Energy Storage Systems for Grid Applications(Classroom & Synchronous),NATIONAL UNIVERSITY OF SINGAPORE,energy_systems,3200.0,960.0,2496.0,748.8000000000001,,,,23.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022014560,False
TGS-2021006626,EEE6006 Smart Grids and Cyber Security,SINGAPORE INSTITUTE OF TECHNOLOGY,energy_systems,3309.06,992.72,2581.0668,774.3216000000001,4.5,2.0,6.0,39.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2021006626,False
TGS-2024051876,"Grid-Integrated Energy Storage Systems: Technologies, Standardisation and Applications",SINGAPORE INSTITUTE OF TECHNOLOGY,energy_systems,5000.0,1500.0,3900.0,1170.0,,,,40.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024051876,False
TGS-2024042478,Smart Grids Masterclass,SINGAPORE INSTITUTE OF TECHNOLOGY,energy_systems,5000.0,1500.0,3900.0,1170.0,4.0,12.0,12.0,40.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024042478,False
TGS-2025056025,Renewable Energy Systems In Smart Grids,NANYANG TECHNOLOGICAL UNIVERSITY,energy_systems,5152.0,1545.6,4018.56,1205.568,,,,38.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025056025,True
