coursereferencenumber,coursetitle,trainingprovideralias,skill_cluster,full_course_fee,course_fee_after_subsidies,usd_list,usd_after_ssg,courseratings_stars,courseratings_noofrespondents,attendancecount,number_of_hours,lookup_url,already_in_scored_catalogue
TGS-2023017959,Environmental Management for Sustainability,Republic Polytechnic,esg_reporting,1498.5,449.55,1168.83,350.649,4.0,12.0,50.0,45.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023017959,False
TGS-2023017963,Sustainable Finance,Republic Polytechnic,esg_reporting,1498.5,449.55,1168.83,350.649,,,2.0,45.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023017963,False
TGS-2023038823,"Advanced Certificate in Data Management for Artificial Intelligence, Sustainability, and Data-Driven Innovation Module 6: Data Governance, Privacy and Data Democratisation",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1500.0,450.0,1170.0,351.0,,,,11.5,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023038823,False
TGS-2023038787,"Advanced Certificate in Data Management for Artificial Intelligence, Sustainability, and Data-Driven Innovation Module 6: Data Governance, Privacy and Data Democratisation (Synchronous E-Learning)",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1500.0,450.0,1170.0,351.0,,,,11.5,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023038787,False
TGS-2024050022,"Navigating Environmental, Social and Governance (ESG) Disclosure and Reporting",ASCENDO ACADEMY PTE. LTD.,esg_reporting,1500.0,750.0,1170.0,585.0,,,,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024050022,False
TGS-2018502901,Project Management for Sustainability (Classroom and Asynchronous E-Learning),EPM TRAINING SERVICES PTE. LTD.,esg_reporting,1500.0,750.0,1170.0,585.0,4.5,32.0,154.0,25.5,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2018502901,False
TGS-2024048393,Sustainability Leadership Programme for the Green Economy,Republic Polytechnic,esg_reporting,1500.0,450.0,1170.0,351.0,,,,22.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024048393,False
TGS-2022013485,Sustainable Innovation,Temasek Polytechnic,esg_reporting,1500.0,450.0,1170.0,351.0,,,,24.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022013485,False
TGS-2024051569,Green Building Management - Part of Post Diploma Certificate in Built Environment Management (SDSF2),Ngee Ann Polytechnic,esg_reporting,1588.5,1588.5,1239.03,1239.03,,,,45.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024051569,False
TGS-2023018517,Regenerative Design (PDC 2 in Specialist Diploma in Sustainable Built Environment),Temasek Polytechnic,esg_reporting,1588.5,476.55,1239.03,371.709,,,,45.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023018517,False
TGS-2023020788,Smart and Green Building Technologies - Part of Post Diploma Certificate in Facility Systems & Technology (DCFM3),Ngee Ann Polytechnic,esg_reporting,1588.5,1588.5,1239.03,1239.03,,,6.0,45.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023020788,False
TGS-2023018515,Sustainable & Innovative Building Materials (PDC 2 in Specialist Diploma in Sustainable Built Environment),Temasek Polytechnic,esg_reporting,1588.5,476.55,1239.03,371.709,,,,45.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023018515,False
TGS-2023018516,Sustainable Building & Green Mark (PDC 2 in Specialist Diploma in Sustainable Built Environment),Temasek Polytechnic,esg_reporting,1588.5,476.55,1239.03,371.709,,,,45.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023018516,False
TGS-2020504289,Accounting and Legal Considerations in the Food and Beverage Industry - Building a Sustainable Business,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1600.0,480.0,1248.0,374.40000000000003,5.0,1.0,24.0,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2020504289,False
TGS-2024046337,"Master Class in Getting Ready for Industry 5.0 - Human-centric, Sustainable and Resilient Manufacturing",SINGAPORE INSTITUTE OF MANUFACTURING TECHNOLOGY,esg_reporting,1600.0,480.0,1248.0,374.40000000000003,,,,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024046337,False
TGS-2025056101,Module 1: Introduction to Sustainability and Strategic Community Investment,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1600.0,800.0,1248.0,624.0,,,,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025056101,False
TGS-2021007166,Module 1: Introduction to Sustainability and Strategic Community Investment,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1600.0,480.0,1248.0,374.40000000000003,4.0,317.0,469.0,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2021007166,False
TGS-2020502536,Module 1: Introduction to Sustainability and Strategic Community Investment (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1600.0,480.0,1248.0,374.40000000000003,4.5,63.0,417.0,17.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2020502536,False
TGS-2022014247,Module 3: Sustainable Supply Chain and the Circular Economy,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1600.0,480.0,1248.0,374.40000000000003,4.0,351.0,441.0,17.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022014247,False
TGS-2025056104,Module 3: Sustainable Supply Chain and the Circular Economy,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1600.0,800.0,1248.0,624.0,,,,17.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025056104,False
TGS-2020502538,Module 3: Sustainable Supply Chain and the Circular Economy (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1600.0,480.0,1248.0,374.40000000000003,4.5,58.0,347.0,17.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2020502538,False
TGS-2022014245,Module 5: Sustainable Finance And Impact Investing,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1600.0,480.0,1248.0,374.40000000000003,4.0,327.0,428.0,17.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022014245,False
TGS-2020502540,Module 5: Sustainable Finance And Impact Investing (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1600.0,480.0,1248.0,374.40000000000003,4.5,65.0,354.0,17.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2020502540,False
TGS-2025056115,Module 5: Sustainable Finance and Impact Investing,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1600.0,800.0,1248.0,624.0,,,,17.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025056115,False
TGS-2022014244,Module 6: Sustainability Reporting And Strategic Communication,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1600.0,480.0,1248.0,374.40000000000003,4.0,296.0,427.0,17.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022014244,False
TGS-2025056119,Module 6: Sustainability Reporting And Strategic Communication,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1600.0,800.0,1248.0,624.0,,,,17.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025056119,False
TGS-2020000023,Module 6: Sustainability Reporting And Strategic Communication (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1600.0,480.0,1248.0,374.40000000000003,4.5,33.0,342.0,17.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2020000023,False
TGS-2020503654,Professional Certificate in Real Estate Investing - Real Estate Valuation & Sustainability Reporting (Synchronous e-learning),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1600.0,480.0,1248.0,374.40000000000003,4.0,67.0,265.0,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2020503654,False
TGS-2023021612,Sustainability Transformation Through Green Compass,SINGAPORE POLYTECHNIC,esg_reporting,1600.0,480.0,1248.0,374.40000000000003,4.0,46.0,90.0,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023021612,False
TGS-2021010206,Sustainability Transformation through Green Compass,SINGAPORE INSTITUTE OF MANUFACTURING TECHNOLOGY,esg_reporting,1600.0,480.0,1248.0,374.40000000000003,4.0,192.0,326.0,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2021010206,False
TGS-2021007390,Air Pollution (in MC in Environmental & Waste Management in Part-Time Diploma in Applied Science (Chemical Technology)),Temasek Polytechnic,esg_reporting,1698.0,1698.0,1324.44,1324.44,,,16.0,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2021007390,False
TGS-2021008752,Aquatic Ecology and Biodiversity (in MC in Sustainable Aquaculture and Environmental Sciences in Part-time Diploma in Applied Science (Aquaculture)),Temasek Polytechnic,esg_reporting,1698.0,509.4,1324.44,397.332,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2021008752,False
TGS-2025055828,Biodiversity in Singapore,Republic Polytechnic,esg_reporting,1698.0,509.4,1324.44,397.332,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025055828,False
TGS-2023040216,Business IT & Applications (in MC in Digitalisation & Sustainability Management in Diploma in Business Practice (Sustainability Management)),Temasek Polytechnic,esg_reporting,1698.0,509.4,1324.44,397.332,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040216,False
TGS-2023020377,Business and Sustainability,Republic Polytechnic,esg_reporting,1698.0,509.4,1324.44,397.332,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023020377,False
TGS-2023040217,Change Management in Sustainability Transformation (in MC in Digitalisation & Sustainability Management in Diploma in Business Practice (Sustainability Management),Temasek Polytechnic,esg_reporting,1698.0,509.4,1324.44,397.332,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040217,False
TGS-2024042546,Circular Economy - Part of Certificate in Sustainability (Elective)(DB9AM1)(Classroom),Ngee Ann Polytechnic,esg_reporting,1698.0,1698.0,1324.44,1324.44,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024042546,False
TGS-2025053735,Circular Economy - Part of Modular Certificate in Sustainability (DBAM3),Ngee Ann Polytechnic,esg_reporting,1698.0,1698.0,1324.44,1324.44,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025053735,False
TGS-2023040227,Community & Stakeholder Engagement (in MC in Sustainable Communications & Engagement (in Diploma in Business Practice (Sustainability Management)),Temasek Polytechnic,esg_reporting,1698.0,509.4,1324.44,397.332,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040227,False
TGS-2023040972,Contemporary Trends in the Global Economy - Part of Modular Certificate in Internationalisation and Sustainable Development (DMFW1),Ngee Ann Polytechnic,esg_reporting,1698.0,1698.0,1324.44,1324.44,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040972,False
TGS-2021008750,Environmental Science (in MC in Sustainable Aquaculture and Environmental Sciences in Part-time Diploma in Applied Science (Aquaculture)),Temasek Polytechnic,esg_reporting,1698.0,509.4,1324.44,397.332,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2021008750,False
TGS-2022012462,Environmental Sustainability,SINGAPORE POLYTECHNIC,esg_reporting,1698.0,1698.0,1324.44,1324.44,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022012462,False
TGS-2023040221,Environmental Sustainability & Ethics (in MC in Business Management & ESG in Diploma in Business Practice (Sustainability Management)),Temasek Polytechnic,esg_reporting,1698.0,509.4,1324.44,397.332,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040221,False
TGS-2024042547,"Environmental, Social and Governance & Business Ethics - Part of Certificate in Sustainability (Elective)(DB9AM1)(Classroom)",Ngee Ann Polytechnic,esg_reporting,1698.0,1698.0,1324.44,1324.44,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024042547,False
TGS-2025053734,"Environmental, Social and Governance & Business Ethics - Part of Modular Certificate in Sustainability (DBAM3)",Ngee Ann Polytechnic,esg_reporting,1698.0,1698.0,1324.44,1324.44,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025053734,False
TGS-2023040219,"Governance, Sustainability & Compliance (in MC in Business Management & ESG in Diploma in Business Practice (Sustainability Management))",Temasek Polytechnic,esg_reporting,1698.0,509.4,1324.44,397.332,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040219,False
TGS-2023040973,Harnessing the Power of Emerging Technologies - Part of Modular Certificate in Internationalisation and Sustainable Development (DMFW1),Ngee Ann Polytechnic,esg_reporting,1698.0,1698.0,1324.44,1324.44,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040973,False
TGS-2024044890,Hydraulic Engineering & Hydrology - Part of Modular Certificate in Environmental Sustainability (DECS1),Ngee Ann Polytechnic,esg_reporting,1698.0,509.4,1324.44,397.332,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024044890,False
TGS-2024042860,Intelligent and Green Buildings - Part of Modular Certificate in Building Services (Electrical) (DEBF2),Ngee Ann Polytechnic,esg_reporting,1698.0,1698.0,1324.44,1324.44,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024042860,False
TGS-2023040225,Introduction to Sustainability Reporting (in MC in Sustainable Finance in Diploma in Business Practice (Sustainability Management)),Temasek Polytechnic,esg_reporting,1698.0,509.4,1324.44,397.332,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040225,False
TGS-2023040223,Introduction to Sustainable Finance (in MC in Sustainable Finance in Diploma in Business Practice (Sustainability Management)),Temasek Polytechnic,esg_reporting,1698.0,509.4,1324.44,397.332,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040223,False
TGS-2023040220,Management & Organisational Behaviour (in MC in Business Management & ESG in Diploma in Business Practice (Sustainability Management)),Temasek Polytechnic,esg_reporting,1698.0,509.4,1324.44,397.332,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040220,False
TGS-2023040224,Management Accounting & Finance (in MC in Sustainable Finance in Diploma in Business Practice (Sustainability Management)),Temasek Polytechnic,esg_reporting,1698.0,509.4,1324.44,397.332,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040224,False
TGS-2023040974,Managing New Workforce Diversity - Part of Modular Certificate in Internationalisation and Sustainable Development (DMFW1),Ngee Ann Polytechnic,esg_reporting,1698.0,1698.0,1324.44,1324.44,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040974,False
TGS-2021007391,Solid & Hazardous Waste (in MC in Environmental & Waste Management in Part-Time Diploma in Applied Science (Chemical Technology)),Temasek Polytechnic,esg_reporting,1698.0,1698.0,1324.44,1324.44,5.0,1.0,16.0,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2021007391,False
TGS-2023040215,Supply Chain Management & Technology (in MC in Digitalisation & Sustainability Management in Diploma in Business Practice (Sustainability Management)),Temasek Polytechnic,esg_reporting,1698.0,509.4,1324.44,397.332,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040215,False
TGS-2024042552,Supply Chain Technology & Sustainability - Part of Certificate in Supply Chain Management (Elective) (DB9AM1)(Classroom),Ngee Ann Polytechnic,esg_reporting,1698.0,1698.0,1324.44,1324.44,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024042552,False
TGS-2025053741,Supply Chain Technology & Sustainability - Part of Modular Certificate in Supply Chain Management (DBAM3),Ngee Ann Polytechnic,esg_reporting,1698.0,1698.0,1324.44,1324.44,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025053741,False
TGS-2023040228,Sustainability Marketing (in MC in Sustainable Communications & Engagement (in Diploma in Business Practice (Sustainability Management)),Temasek Polytechnic,esg_reporting,1698.0,509.4,1324.44,397.332,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040228,False
TGS-2022011793,Sustainability Project/ OJT,Republic Polytechnic,esg_reporting,1698.0,509.4,1324.44,397.332,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022011793,False
TGS-2023040229,Sustainability in Media & Communication (in MC in Sustainable Communications & Engagement (in Diploma in Business Practice (Sustainability Management)),Temasek Polytechnic,esg_reporting,1698.0,509.4,1324.44,397.332,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040229,False
TGS-2021008751,Sustainable Aquaculture (in MC in Sustainable Aquaculture and Environmental Sciences in Part-time Diploma in Applied Science (Aquaculture)),Temasek Polytechnic,esg_reporting,1698.0,509.4,1324.44,397.332,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2021008751,False
TGS-2023020881,Sustainable Building Construction - Part of Modular Certificate in Building Design & Management (DEBF1),Ngee Ann Polytechnic,esg_reporting,1698.0,1698.0,1324.44,1324.44,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023020881,False
TGS-2024042865,Sustainable Building Construction - Part of Modular Certificate in Building Design & Management (DEBF2),Ngee Ann Polytechnic,esg_reporting,1698.0,1698.0,1324.44,1324.44,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024042865,False
TGS-2024042545,Sustainable Business - Part of Certificate in Sustainability (Elective)(DB9AM1)(Classroom),Ngee Ann Polytechnic,esg_reporting,1698.0,1698.0,1324.44,1324.44,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024042545,False
TGS-2025053733,Sustainable Business - Part of Modular Certificate in Sustainability (DBAM3),Ngee Ann Polytechnic,esg_reporting,1698.0,1698.0,1324.44,1324.44,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025053733,False
TGS-2024044889,Sustainable Construction & Design - Part of Modular Certificate in Environmental Sustainability (DECS1),Ngee Ann Polytechnic,esg_reporting,1698.0,509.4,1324.44,397.332,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024044889,False
TGS-2023020379,Sustainable Marketing,Republic Polytechnic,esg_reporting,1698.0,509.4,1324.44,397.332,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023020379,False
TGS-2024044888,Water & Reclaim Water Technology - Part of Modular Certificate in Environmental Sustainability (DECS1),Ngee Ann Polytechnic,esg_reporting,1698.0,509.4,1324.44,397.332,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024044888,False
TGS-2021007389,Water Treatment Technology (in MC in Environmental & Waste Management in Part-Time Diploma in Applied Science (Chemical Technology)),Temasek Polytechnic,esg_reporting,1698.0,1698.0,1324.44,1324.44,5.0,1.0,16.0,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2021007389,False
TGS-2022012748,"Climate Change for Leaders: Risks, Opportunities and Sustainable Finance",NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,1700.0,510.0,1326.0,397.8,4.5,57.0,75.0,14.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022012748,False
TGS-2022012790,"Climate Change for Leaders: Risks, Opportunities and Sustainable Finance (Synchronous e-Learning)",NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,1700.0,510.0,1326.0,397.8,4.0,9.0,16.0,14.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022012790,False
TGS-2024048824,Navigating the Legal and Regulatory Landscape of Getting to Net-Zero,NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,1700.0,510.0,1326.0,397.8,,,,14.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024048824,False
TGS-2020504943,Sustainable Air-Conditioning and Refrigeration Technology,Institute of Technical Education,esg_reporting,1722.0,1722.0,1343.16,1343.16,4.5,44.0,193.0,121.5,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2020504943,False
TGS-2021006085,Sustainable Energy Systems,Institute of Technical Education,esg_reporting,1722.0,1722.0,1343.16,1343.16,4.5,32.0,193.0,120.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2021006085,False
TGS-2025056067,(SCTP Module) Green Building Technologies,Ngee Ann Polytechnic,esg_reporting,1733.0,519.9,1351.74,405.522,,,,52.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025056067,False
TGS-2025052524,Sustainability Reporting Made Simple for Organizations,LAURES SOLUTIONS PTE. LTD.,esg_reporting,1750.0,875.0,1365.0,682.5,,,,24.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025052524,False
TGS-2025053317,Waste Management,Temasek Polytechnic,esg_reporting,1750.0,525.0,1365.0,409.5,,,20.0,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025053317,False
TGS-2025053321,Waste Management,Temasek Polytechnic,esg_reporting,1750.0,525.0,1365.0,409.5,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025053321,False
TGS-2024044811,Business Sustainability - A Strategic Approach,Republic Polytechnic,esg_reporting,1800.0,540.0,1404.0,421.2,,,,24.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024044811,False
TGS-2023041065,Exemplary Sustainability Strategies and Practices,AgileAsia Pte. Ltd.,esg_reporting,1800.0,900.0,1404.0,702.0,,,,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023041065,False
TGS-2024041799,Technology for Sustainability (Classroom and Asynchronous e-learning),SINGAPORE POLYTECHNIC,esg_reporting,1830.0,549.0,1427.4,428.22,3.5,6.0,12.0,30.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024041799,False
TGS-2025056233,Sustainable Technologies and Green Building Management - Part of Post-Diploma Certificate in Facility Systems and Technology (DCFM4),Ngee Ann Polytechnic,esg_reporting,1853.25,1853.25,1445.535,1445.535,,,,52.5,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025056233,False
TGS-2024046286,Sustainable Lighting Solutions (in PDC 2 Post-Diploma Certificate in Lighting Design Strategies in Specialist Diploma in Lighting Design),Temasek Polytechnic,esg_reporting,1863.0,558.9,1453.14,435.942,,,,45.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024046286,False
TGS-2024051038,Circular Economy,NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,1900.0,570.0,1482.0,444.6,,,,16.5,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024051038,False
TGS-2024041581,Green Technology in the Digital Economy for Leaders,NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,1900.0,570.0,1482.0,444.6,,,,14.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024041581,False
TGS-2024044974,Green Technology in the Digital Economy for Leaders (Synchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,1900.0,570.0,1482.0,444.6,4.0,9.0,11.0,14.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024044974,False
TGS-2021008079,Sustainability - The Next Challenge,NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,1900.0,570.0,1482.0,444.6,4.5,571.0,829.0,13.5,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2021008079,False
TGS-2023022208,Sustainability Reporting and Governance,NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,1900.0,570.0,1482.0,444.6,4.5,78.0,77.0,14.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023022208,False
TGS-2025056161,Sustainability Reporting and Governance,NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,1900.0,950.0,1482.0,741.0,,,,14.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025056161,False
TGS-2025056162,Sustainable Project Financing,NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,1900.0,950.0,1482.0,741.0,,,,14.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025056162,False
TGS-2023022209,Sustainable Project Financing,NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,1900.0,570.0,1482.0,444.6,4.5,57.0,60.0,14.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023022209,False
TGS-2024046396,ESG Reporting and Communication (Classroom and Synchronous),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1920.0,576.0,1497.6000000000001,449.28000000000003,4.0,19.0,41.0,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024046396,False
TGS-2024046397,ESG Risk Management and Sustainable Finance (Classroom and Synchronous),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1920.0,576.0,1497.6000000000001,449.28000000000003,3.5,18.0,41.0,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024046397,False
TGS-2024046398,"Enhancing Social Values, Corporate Governance, and Ethics for Sustainable Business (Classroom and Synchronous)",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1920.0,576.0,1497.6000000000001,449.28000000000003,4.0,40.0,60.0,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024046398,False
TGS-2024046401,Foundations of Sustainability and the Future of Work (Classroom and Synchronous),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1920.0,576.0,1497.6000000000001,449.28000000000003,4.0,62.0,61.0,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024046401,False
TGS-2024046399,Sustainable Supply Chains and Circular Economy for Future-ready Businesses (Classroom and Synchronous),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,1920.0,576.0,1497.6000000000001,449.28000000000003,3.5,41.0,61.0,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024046399,False
TGS-2024041728,Sustainable Buildings,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,esg_reporting,1929.2,578.76,1504.776,451.4328,4.0,66.0,95.0,18.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024041728,False
TGS-2023040644,Sustainability Communication & Stakeholder Engagement (in Post-Diploma Certificate in Sustainability Frameworks & Communication in Specialist Diploma in Sustainability Reporting),Temasek Polytechnic,esg_reporting,1944.0,583.2,1516.3200000000002,454.8960000000001,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040644,False
TGS-2023040645,Sustainability Frameworks (in Post-Diploma Certificate in Sustainability Frameworks & Communication (in Specialist Diploma in Sustainability Reporting),Temasek Polytechnic,esg_reporting,1944.0,583.2,1516.3200000000002,454.8960000000001,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040645,False
TGS-2023040647,Sustainability Reporting Implementation (in Post-Diploma Certificate in Corporate Sustainability Disclosure in Specialist Diploma in Sustainability Reporting),Temasek Polytechnic,esg_reporting,1944.0,583.2,1516.3200000000002,454.8960000000001,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040647,False
